Abfanggraben
Unknown
Rothsee
Unknown
Unknown
Unknown
Unknown
Unknown
Großer Olympiasee
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Stachus-Brunnen
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Wassertreten im Lohwiesengraben
Unknown
Brunnen
Klosterteich
Unknown
Unknown
Unknown
Unknown
Unknown
Kneipp-Anlage
Steinbacher Teich
Unknown
Unknown
Unknown
Absetzbecken Straßenentwässerung
Sickerbecken
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
alter Fröttmaninger Dorfweiher
Unknown
Unknown
Unknown
Belebungsbecken Bio I
Sandfang
Sandfang
Sandfang
Unknown
Unknown
"7" The Seven
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Dr. A. v. Erhardt I. Bürgermeister 1870-88
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Kleiner Hof Teich
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Fischteich
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Kleinhesseloher See
Feldmochinger See
Hinterbrühler See
Ostpark-See
Badenburger See
Unknown
Unknown
Unknown
Entenfallweiher
Libellenteich
Schwammerlweiher
Unknown
Unknown
Böhmerweiher
Unknown
Unknown
Schwabinger See
Unknown
Unknown
Westsee
Unknown
Kleiner Olympiasee
Unknown
Mollsee
Unknown
Moosschwaiger Weiher
Entenweiher
Mittlerer Isarkanal
Messesee
Abfanggraben
Unknown
Regattastrecke Oberschleißheim
Fasaneriesee
Lerchenauer See
Riemer See
Unknown
Regattasee
Lußsee
Unknown
Unknown
Kleiner Böhmerweiher
Zamila See
Nadisee
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Ziegelweiher
Unknown
Pagodenburger See
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Ramses See
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Langwieder See
Kaiserbecken
Luitpoldsee
Mariensee
Kinderbecken
Unknown
Biotop
Wittelsbacherbrunnen
Neptunbrunnen
Unknown
Landschaftssee Allacher Lohe
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Kugelweiher
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Birkensee
Unknown
Biotop
Unknown
Unknown
Unknown
Unknown
Unknown
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Deni-Becken West
Vorklärbecken
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Nachklärbecken Bio II
Deni-Kombi-Becken
Deni-Kombi-Becken
Zwischenklärbecken Bio I
Zwischenklärbecken Bio I
Zwischenklärbecken Bio I
Unknown
Unknown
Robben
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Hachinger Bach (Sickerbecken)
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Achtersee
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Nymphenburger Kanal
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Sandfang
Belebungsbecken 3&4 Bio II
Belebungsbecken 5&6 Bio II
Belebungsbecken 1&2 Bio II
Belebungsbecken 9&10 Bio II
Belebungsbecken 7&8 Bio II
Sandfang
Sandfang
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Großer Teich
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Floßlände
Unknown
Warnberger Weiher
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Sollner Weiher
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Rothsee
Unknown
Unknown
Unknown
Unknown
Unknown
Großer Olympiasee
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Stachus-Brunnen
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Wassertreten im Lohwiesengraben
Unknown
Brunnen
Klosterteich
Unknown
Unknown
Unknown
Unknown
Unknown
Kneipp-Anlage
Steinbacher Teich
Unknown
Unknown
Unknown
Absetzbecken Straßenentwässerung
Sickerbecken
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
alter Fröttmaninger Dorfweiher
Unknown
Unknown
Unknown
Belebungsbecken Bio I
Sandfang
Sandfang
Sandfang
Unknown
Unknown
"7" The Seven
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Dr. A. v. Erhardt I. Bürgermeister 1870-88
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Kleiner Hof Teich
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Fischteich
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Unknown
Kleinhesseloher See
Feldmochinger See
Hinterbrühler See
Ostpark-See
Badenburger See
Unknown
Unknown
Unknown
Entenfallweiher
Libellenteich
Schwammerlweiher
Unknown
Unknown
Böhmerweiher
Unknown
Unknown
Schwabinger See
Unknown
Unknown
Westsee
Unknown
Kleiner Olympiasee
Unknown
Mollsee
Unknown
Moosschwaiger Weiher
Entenweiher
Mittlerer Isarkanal
Messesee
